"","DISEASECODE","DIAGNOSISDISEASE","CNT"
"1","9999999999","ＡＳＤ術後",2
"2","9999999999","Ｂｅｎｔａｌｌ術後",2
"3","9999999999","Ｊａｔｅｎｅ手術後",2
"4","9999999999","ｒｓウイルスによる重篤な下気道感染の予防",1
"5","9999999999","ＳＭＡ狭窄症",2
"6","9999999999","Ｓ状結腸膀胱侵潤",2
"7","9999999999","カテーテル閉塞",2
"8","9999999999","ステロイド抵抗性ネフローゼ症候群",2
"9","9999999999","パニック障害",2
"10","9999999999","フォンタン手術後",2
"11","9999999999","上気道炎",2
"12","9999999999","不正乱視",2
"13","9999999999","不眠症",2
"14","9999999999","両側半月板損傷",2
"15","9999999999","両側反復性膝蓋骨脱臼",2
"16","9999999999","両手しびれ感",2
"17","9999999999","両膝関節症",2
"18","9999999999","両踵骨部痛",2
"19","9999999999","中足骨骨切り術後",2
"20","9999999999","乾癬性関節炎",2
"21","9999999999","仙腸関節疼痛",2
"22","9999999999","仙腸関節痛",6
"23","9999999999","低ガンマグロブリン血症",2
"24","9999999999","便秘症",4
"25","9999999999","側弯症",2
"26","9999999999","僧帽弁形成術後",2
"27","9999999999","先天性心疾患術後",2
"28","9999999999","内反尖足術後",2
"29","9999999999","副鼻腔出血",2
"30","9999999999","化学療法に伴う好中球減少症",2
"31","9999999999","口内炎",2
"32","9999999999","右アキレス腱再建術後",2
"33","9999999999","右前足部挫傷",2
"34","9999999999","右坐骨部痛",2
"35","9999999999","右大腿骨頭壊死",2
"36","9999999999","右室流出路再建術後",2
"37","9999999999","右母指血行再建術後",2
"38","9999999999","右肋骨腫瘍",2
"39","9999999999","右肘関節全置換術術後",2
"40","9999999999","右股部挫傷",2
"41","9999999999","右肩痛",2
"42","9999999999","右膝内障",2
"43","9999999999","右足三関節固定術後",2
"44","9999999999","右足底線維腫症",2
"45","9999999999","右頬骨変形",4
"46","9999999999","右鼡径リンパ節腫張",2
"47","9999999999","変形性肘関節症",2
"48","9999999999","変形性脊椎症",2
"49","9999999999","外側型脊柱管狭窄症",2
"50","9999999999","大腸ポリープ",4
"51","9999999999","好酸球性中耳炎",2
"52","9999999999","左下腿腫瘤",2
"53","9999999999","左前腕痛",2
"54","9999999999","左大腿軟部腫瘍摘出術術後",2
"55","9999999999","左大腿部術後縫合糸膿瘍",2
"56","9999999999","左大転子部滑液包炎",2
"57","9999999999","左小指屈指症術後",2
"58","9999999999","左急性感音性難聴、目眩（メニエール病による）",2
"59","9999999999","左手打撲",2
"60","9999999999","左第２中足骨骨折",2
"61","9999999999","左肘関節内血腫",2
"62","9999999999","左股関節炎",2
"63","9999999999","左肩腱板断裂",2
"64","9999999999","左膝半月損傷",2
"65","9999999999","左足底線維腫症",2
"66","9999999999","左足底腱膜線維腫症",2
"67","9999999999","左足痛症",2
"68","9999999999","左足関節滑液包炎",2
"69","9999999999","帝王切開術後",4
"70","9999999999","心房中隔欠損症閉鎖術後",2
"71","9999999999","心臓横紋筋肉腫",3
"72","9999999999","急性上気道炎",4
"73","9999999999","急性出血性胃潰瘍",2
"74","9999999999","急性咽頭炎",4
"75","9999999999","急性扁桃炎",2
"76","9999999999","感冒",6
"77","9999999999","感染性心内膜炎（術後、慢性）",4
"78","9999999999","慢性糸球体腎炎",2
"79","9999999999","慢性関節リウマチ術後",2
"80","9999999999","手関節棚形成術及び伸筋腱移行術後",2
"81","9999999999","拡大胸腺摘出術後",2
"82","9999999999","拡張型心筋症",2
"83","9999999999","末梢神経障害",4
"84","9999999999","検査時の鎮静目的",2
"85","9999999999","気管支感染症",2
"86","9999999999","気管瘻術後",2
"87","9999999999","気道出血",2
"88","9999999999","水疱性角膜症",2
"89","9999999999","消化管アミロイドーシス",2
"90","9999999999","深在性真菌症",2
"91","9999999999","溶血発作",2
"92","9999999999","溶血発作に伴う低ハプトグロビン血症",2
"93","9999999999","爪白癬",2
"94","9999999999","甲状腺機能低下症",2
"95","9999999999","癌化学療法の好中球減少症",2
"96","9999999999","皮下腫瘤",2
"97","9999999999","眩暈症",2
"98","9999999999","神経根症を伴う胸部椎間板障害",2
"99","9999999999","神経痛",2
"100","9999999999","移植前検査",2
"101","9999999999","第４腰椎変性すべり症",2
"102","9999999999","糖尿病",4
"103","9999999999","細菌性気管支炎",2
"104","9999999999","肺サルコイドーシス",2
"105","9999999999","肺線維症",2
"106","9999999999","胃炎",2
"107","9999999999","胃癌術後",2
"108","9999999999","胸背部痛",2
"109","9999999999","胸腺摘出術後",4
"110","9999999999","胸腺胸腺腫摘出術後",2
"111","9999999999","胸部打撲",2
"112","9999999999","胼胝",24
"113","9999999999","腟炎",2
"114","9999999999","腫瘍随伴症候群",2
"115","9999999999","腰椎圧迫骨折",2
"116","9999999999","腰椎変性辷り症",2
"117","9999999999","腰椎椎間板ヘルニア",2
"118","9999999999","腰部脊柱管狭窄症",4
"119","9999999999","腹部腫瘍",2
"120","9999999999","膝関節の疼痛",2
"121","9999999999","自己免疫性指虚血性潰瘍",2
"122","9999999999","舌痛",2
"123","9999999999","術後性喉頭蓋嵌頓",2
"124","9999999999","術後瘡ヘルニア",2
"125","9999999999","足底筋膜炎",2
"126","9999999999","軟骨無形成症",2
"127","9999999999","逆流性食道炎",2
"128","9999999999","造血幹細胞の末梢血への動員",2
"129","9999999999","進行性筋ジストロフィー",2
"130","9999999999","門脈狭窄症",2
"131","9999999999","閉塞性睡眠時無呼吸症候群",2
"132","9999999999","集簇性座瘡",2
"133","9999999999","難治性再発性逆流性食道炎",3
"134","9999999999","難治性逆流性食道炎",2
"135","9999999999","頚椎捻挫、左肩・腰部・恥骨部打撲・挫傷",2
"136","9999999999","頭部打撲",2
"137","9999999999","頸椎椎弓形成術術後",2
"138","9999999999","頸椎症性神経根症",2
"139","9999999999","顎変形症",2
"140","9999999999","骨盤内感染",2
"141","9999999999","骨粗鬆症",2
"142","9999999999","骨腫瘍摘出術術後",2
"143","9999999999","高アミラーゼ血症",2
"144","9999999999","高脂血症",2
"145","9999999999","高血圧症",4
"146","9999999999","鶏眼",2
"147","A01000","腸チフス",1
"148","A02000","サルモネラ胃腸炎",1
"149","A02001","サルモネラ腸炎",2
"150","A02100","サルモネラ敗血症",1
"151","A02901","サルモネラ食中毒",1
"152","A02902","サルモネラ菌血症",1
"153","A04000","腸管病原性大腸菌感染症",4
"154","A04401","大腸菌性腸炎",1
"155","A04500","キャンピロバクター腸炎",1
"156","A04700","クロストリジウムによる腸炎",15
"157","A04701","クロストリジウム・ディフィシル腸炎",52
"158","A04702","偽膜性大腸炎",15
"159","A04810","ＭＲＳＡによる腸炎",22
"160","A04820","ヘリコバクタピロリ感染症",445
"161","A04820","難治性ヘリコバクタピロリ感染症",2
"162","A04900","細菌性腸管感染症",35
"163","A04901","細菌性下痢症",8
"164","A04902","細菌性胃腸炎",5
"165","A04903","細菌性腸炎",34
"166","A05201","壊死性腸炎",2
"167","A05900","細菌性食中毒",1
"168","A06000","急性アメーバ赤痢",1
"169","A06001","アメーバ赤痢",4
"170","A06003","腸アメーバ症",2
"171","A08000","ロタウイルス性腸炎",7
"172","A08002","ロタウイルス感染症",1
"173","A08003","乳児冬期下痢症",1
"174","A08005","ロタウイルス性胃腸炎",2
"175","A08101","ノロウイルス性腸炎",7
"176","A08104","ノロウイルス性胃腸炎",3
"177","A08400","ウイルス性腸炎",16
"178","A08401","ウイルス性下痢",2
"179","A08402","ウイルス性胃腸炎",2
"180","A085A0","伝染性下痢症",1
"181","A09001","出血性大腸炎",2
"182","A09002","大腸炎",17
"183","A09003","炎症性腸疾患",7
"184","A09004","回腸炎",1
"185","A09005","Ｓ状結腸炎",3
"186","A09006","胃腸炎",55
"187","A09007","感冒性腸炎",2
"188","A09008","急性胃腸炎",62
"189","A09009","感冒性胃腸炎",2
"190","A09011","感染性腸炎",348
"191","A09012","急性大腸炎",1
"192","A09013","感染性大腸炎",3
"193","A09014","カタル性胃腸炎",1
"194","A09016","乳児下痢",1
"195","A09901","急性腸炎",57
"196","A09910","感染性下痢",56
"197","A09920","感染性胃腸炎",132
"198","A15000","肺結核−喀痰塗沫陽性",6
"199","A15200","肺結核−組織学的確診",3
"200","A15300","肺結核−詳細不明の確診",36
"201","A15500","喉頭・気管・気管支結核",2
"202","A15600","結核性胸膜炎",2
"203","A15610","結核性膿胸後遺症",1
"204","A15700","初期結核症",10
"205","A16000","肺結核−細菌・組織学的確診なし",42
"206","A16100","肺結核−細菌・組織検査施行せず",11
"207","A16200","肺結核−確診記載なし",74
"208","A16201","肺炎結核",14
"209","A16202","肺門結核",2
"210","A16203","右肺結核腫",1
"211","A16203","肺結核腫",3
"212","A16213","活動性肺結核",3
"213","A16400","喉頭・気管・気管支結核−確診記載なし",1
"214","A16403","気管支結核",2
"215","A16700","初期結核症−確診記載なし",1
"216","A16810","陳旧性肺結核",65
"217","A16900","確診されてない呼吸器結核−確診記載なし",3
"218","A16904","結核",109
"219","A16904","結核の既往",1
"220","A16907","潜伏結核",16
"221","A18000","骨・関節の結核",2
"222","A18110","腎結核",1
"223","A18201","結核性リンパ節炎",3
"224","A18310","腸結核",4
"225","A18508","結核性角結膜炎",2
"226","A18510","両側結核性ぶどう膜炎",5
"227","A18510","結核性ぶどう膜炎",5
"228","A18823","肝結核",2
"229","A30900","癩",1
"230","A31000","肺非定型抗酸菌症",19
"231","A31010","右非結核性肺抗酸菌症",3
"232","A31010","左非結核性肺抗酸菌症",2
"233","A31010","非結核性肺抗酸菌症",140
"234","A31101","右非結核性抗酸菌性皮膚潰瘍",1
"235","A31101","非結核性抗酸菌性皮膚潰瘍",2
"236","A31800","非結核性抗酸菌性リンパ節炎",2
"237","A31802","非結核性抗酸菌性骨髄炎",1
"238","A31805","非結核性抗酸菌性胸膜炎",1
"239","A31900","非定型抗酸菌症",47
"240","A35900","破傷風",7
"241","A35900","破傷風の予防",4
"242","A37900","百日咳",7
"243","A38900","猩紅熱",2
"244","A39000","髄膜炎菌性髄膜炎",1
"245","A39900","髄膜炎菌感染",2
"246","A39901","侵襲性髄膜炎菌感染症の予防",1
"247","A40000","Ａ群連鎖球菌性敗血症",1
"248","A40300","肺炎球菌性敗血症",1
"249","A40900","連鎖球菌性敗血症",2
"250","A40902","連鎖球菌菌血症",2
"251","A41000","黄色ぶどう球菌性敗血症",10
"252","A41001","ＭＲＳＡ敗血症",302
"253","A41002","ＭＲＳＡ菌血症",57
"254","A41100","コアグラーゼ陰性ぶどう球菌敗血症",4
"255","A41101","ＭＲＣＮＳ敗血症",2
"256","A41102","ＭＲＣＮＳ菌血症",1
"257","A41200","ぶどう球菌による敗血症",4
"258","A41201","ぶどう球菌菌血症",3
"259","A41400","嫌気性菌性敗血症",1
"260","A41500","グラム陰性菌による敗血症",12
"261","A41501","グラム陰性桿菌敗血症",14
"262","A41503","緑膿菌敗血症",4
"263","A41900","敗血症",536
"264","A41900","難治性敗血症",2
"265","A41902","敗血症性ショック",160
"266","A41904","細菌性ショック",3
"267","A42100","腹部放線菌症",1
"268","A42900","放線菌症",1
"269","A43000","肺ノカルジア症",7
"270","A43900","ノカルジア症",1
"271","A46900","丹毒",10
"272","A46901","顔面丹毒",2
"273","A46905","右下腿丹毒",1
"274","A46906","足部丹毒",1
"275","A48000","ガス壊疽",1
"276","A48010","クロストリジウム感染",5
"277","A48100","レジオネラ症",4
"278","A48101","レジオネラ肺炎",13
"279","A48101","重症レジオネラ肺炎",1
"280","A49000","ぶどう球菌感染症",10
"281","A49010","黄色ぶどう球菌感染症",3
"282","A49020","ＭＲＳＡ感染症",777
"283","A49020","ＭＲＳＡ感染症（創部・菌血症）",2
"284","A49020","両側ＭＲＳＡ感染症",1
"285","A49020","右ＭＲＳＡ感染症",1
"286","A49020","右下腿ＭＲＳＡ感染症",1
"287","A49020","左ＭＲＳＡ感染症",1
"288","A49020","敗血症",2
"289","A49020","鼻咽頭ＭＲＳＡ感染症",2
"290","A49021","鼻腔内ＭＲＳＡ保菌",12
"291","A49030","ＭＲＳ感染症",10
"292","A49031","ＭＲＣＮＳ感染症",6
"293","A49032","ＭＳＳＡ感染症",2
"294","A49033","ＭＳＳＡ菌血症",9
"295","A49100","連鎖球菌感染症",6
"296","A49101","溶連菌感染症",9
"297","A49102","Ｂ群溶連菌感染症",4
"298","A49103","バンコマイシン耐性腸球菌感染症",4
"299","A49132","腸球菌感染症",2
"300","A49133","ペニシリン耐性肺炎球菌感染症",1
"301","A49134","侵襲性肺炎球菌感染症",1
"302","A49200","インフルエンザ菌感染症",5
"303","A49300","マイコプラズマ感染症",32
"304","A49804","セラチア属感染",1
"305","A49805","嫌気性菌感染",1
"306","A49810","多剤耐性緑膿菌感染症",1
"307","A49811","緑膿菌菌血症",3
"308","A49812","腸球菌菌血症",1
"309","A49900","右示指細菌感染症",1
"310","A49900","咽頭細菌感染症",2
"311","A49900","細菌感染症",112
"312","A49900","鼻咽頭細菌感染症",10
"313","A49903","グラム陰性球菌感染症",2
"314","A49904","グラム陰性菌感染症",1
"315","A49905","グラム陰性桿菌感染症",5
"316","A49906","菌血症",67
"317","A49907","グラム陽性球菌感染症",4
"318","A49908","一過性菌血症",1
"319","A49910","肺炎球菌感染症",5
"320","A49910","肺炎球菌感染症の予防",1
"321","A49910","肺炎球菌感染症予防",2
"322","A49920","肺炎桿菌感染症",3
"323","A49930","大腸菌感染症",3
"324","A49960","シュードモナス（緑膿菌）感染症",22
"325","A49970","バチルス感染症",1
"326","A49980","日和見感染",2
"327","A49984","グラム陰性菌菌血症",1
"328","A50200","早期先天性梅毒",2
"329","A50900","先天性梅毒",1
"330","A51300","梅毒疹",4
"331","A51900","早期梅毒",5
"332","A52009","梅毒性大動脈弁閉鎖不全症",1
"333","A52100","神経梅毒",11
"334","A52110","シャルコー関節",1
"335","A52112","脳梅毒",1
"336","A52717","肝梅毒",1
"337","A52800","晩期潜伏梅毒",1
"338","A53000","梅毒血清反応陽性（偽陽性）",1
"339","A53001","潜伏梅毒",1
"340","A53900","梅毒",70
"341","A53901","後天梅毒",1
"342","A53910","梅毒１期",2
"343","A53921","扁平コンジローマ",1
"344","A54002","右淋菌性子宮頚管炎",1
"345","A54002","淋菌性子宮頚管炎",4
"346","A54007","淋菌性腟炎",2
"347","A54009","急性淋菌性尿道炎",1
"348","A54200","性器淋菌感染症",3
"349","A54900","淋菌感染症",1
"350","A56000","クラミジア頚管炎",12
"351","A56010","クラミジア性子宮頚管炎",39
"352","A59000","子宮頚部トリコモナス症",1
"353","A59020","トリコモナス性尿道炎",2
"354","A59030","トリコモナス性腟炎",20
"355","A59900","トリコモナス感染症",19
"356","A60000","尿路性器ヘルペス感染症",24
"357","A60000","尿路性器ヘルペス感染症の予防",2
"358","A60000","尿路性器ヘルペス感染症の再発",1
"359","A60000","尿路性器ヘルペス感染症の再発予防",1
"360","A60000","尿路性器ヘルペス感染症の発症抑制",1
"361","A60002","陰部ヘルペス",18
"362","A60002","陰部ヘルペスの再発予防",1
"363","A60002","陰部ヘルペスの再発抑制",1
"364","A60005","再発性性器ヘルペス発症抑制",1
"365","A60005","性器ヘルペス",18
"366","A60005","性器ヘルペスの予防",1
"367","A60005","性器ヘルペスの再発抑制",5
"368","A60005","性器ヘルペスの発症抑制",3
"369","A60900","会陰部ヘルペス感染症",6
"370","A63000","肛門尖圭コンジローマ",2
"371","A63002","陰茎コンジローマ",1
"372","A63003","腟壁尖圭コンジローマ",7
"373","A63004","外陰部尖圭コンジローマ",2
"374","A63900","性行為感染症",2
"375","A66600","関節水症",3
"376","A69000","壊死性潰瘍性（壊疽性）口内炎",7
"377","A74900","クラミジア感染症",7
"378","A80900","ポリオ",1
"379","A81000","クロイツフェルト・ヤコブ病",3
"380","A81200","進行性多巣性白質脳症（ＰＭＬ）",1
"381","A85801","ヒトヘルペスウイルス６脳炎",8
"382","A86002","ウイルス性髄膜脳炎",1
"383","A86900","ウイルス性脳炎",5
"384","A87900","ウイルス性髄膜炎",5
"385","A89910","ウイルス性脊髄炎",2
"386","B00000","カポジ痘瘡様発疹症",14
"387","B00001","ヘルペスウイルス性湿疹",4
"388","B00100","単純疱疹",273
"389","B00100","単純疱疹の予防",3
"390","B00100","単純疱疹の発症予防",1
"391","B00100","単純疱疹の発症抑制",6
"392","B00100","口唇単純疱疹",4
"393","B00100","右顔面単純疱疹",1
"394","B00100","喉頭単純疱疹",2
"395","B00100","顔面単純疱疹",1
"396","B00100","鼻腔単純疱疹",1
"397","B00105","口唇ヘルペス",110
"398","B00106","口角ヘルペス",14
"399","B00106","右口角ヘルペス",1
"400","B00108","単純口唇ヘルペス",34
"401","B00109","顔面ヘルペス",2
"402","B00200","ヘルペス口内炎",5
"403","B00202","原発性ヘルペスウイルス性口内炎",1
"404","B00203","再発性ヘルペスウイルス性口内炎",5
"405","B00210","ヘルペス性歯肉口内炎",12
"406","B00300","ヘルペス性髄膜炎",1
"407","B00400","ヘルペス性脳炎",6
"408","B00501","右ヘルペスウイルス性虹彩炎",2
"409","B00504","眼瞼単純ヘルペス",5
"410","B00505","眼部単純ヘルペス",4
"411","B00510","ヘルペス性角膜炎",17
"412","B00510","両側ヘルペス性角膜炎",2
"413","B00510","右ヘルペス性角膜炎",2
"414","B00510","左ヘルペス性角膜炎",2
"415","B00520","ウイルス性虹彩毛様体炎",1
"416","B00530","右急性網膜壊死",1
"417","B00530","左急性網膜壊死",2
"418","B00530","急性網膜壊死",1
"419","B00540","両側進行性網膜外層壊死",1
"420","B00700","汎発性ヘルペス",5
"421","B00900","ヘルペスウイルス感染症",179
"422","B00900","ヘルペスウイルス感染症の予防",5
"423","B00900","ヘルペスウイルス感染症の発症抑制",4
"424","B00901","会陰部再発性単純ヘルペス",1
"425","B00901","再発性単純ヘルペス",114
"426","B00901","再発性単純ヘルペスの予防",1
"427","B00901","口唇再発性単純ヘルペス",1
"428","B00901","殿部再発性単純ヘルペス",1
"429","B01100","水痘脳炎",1
"430","B01200","水痘肺炎",1
"431","B01802","水痘性角膜炎",1
"432","B01900","水痘",51
"433","B01900","水痘の予防",1
"434","B01902","成人水痘",1
"435","B02000","帯状疱疹性脳炎",1
"436","B02100","帯状疱疹性髄膜炎",2
"437","B02200","右前額帯状疱疹後神経痛",1
"438","B02200","左下肢帯状疱疹後神経痛",1
"439","B02200","左胸部帯状疱疹後神経痛",2
"440","B02200","帯状疱疹後神経痛",126
"441","B02200","胸部帯状疱疹後神経痛",2
"442","B02201","ハント症候群",4
"443","B02201","右ハント症候群",3
"444","B02201","左ハント症候群",1
"445","B02202","左耳帯状疱疹",2
"446","B02202","耳帯状疱疹",3
"447","B02203","三叉神経帯状疱疹",4
"448","B02203","右三叉神経帯状疱疹",2
"449","B02204","帯状疱疹神経炎",6
"450","B02300","帯状疱疹性眼疾患",2
"451","B02304","帯状疱疹性虹彩毛様体炎",1
"452","B02305","右帯状疱疹性結膜炎",1
"453","B02306","角膜帯状疱疹",1
"454","B02310","眼瞼ヘルペス",2
"455","B02700","汎発型帯状疱疹",2
"456","B02900","上肢・体幹帯状疱疹",2
"457","B02900","上腕帯状疱疹",1
"458","B02900","下腿帯状疱疹の再発",1
"459","B02900","再発性難治性帯状疱疹",1
"460","B02900","右下肢帯状疱疹",1
"461","B02900","右頚部帯状疱疹",1
"462","B02900","左帯状疱疹",2
"463","B02900","左頭部帯状疱疹",1
"464","B02900","帯状疱疹",732
"465","B02900","帯状疱疹（汎発性）",2
"466","B02900","帯状疱疹の予防",12
"467","B02900","帯状疱疹の再発予防",1
"468","B02900","汎発性帯状疱疹",1
"469","B02900","胸部帯状疱疹",2
"470","B02900","難治性帯状疱疹",1
"471","B02900","顔・胸・背帯状疱疹",2
"472","B02900","顔面頭部帯状疱疹",1
"473","B02901","右腰殿部帯状疱疹",1
"474","B02901","左腰殿部帯状疱疹",2
"475","B02901","腰殿部帯状疱疹",6
"476","B02902","腰腹帯状疱疹",6
"477","B02903","口腔帯状疱疹",2
"478","B02904","右躯幹帯状疱疹",1
"479","B02904","躯幹帯状疱疹",69
"480","B02905","後頭部帯状疱疹",1
"481","B02906","右胸部帯状疱疹",1
"482","B02906","左胸部帯状疱疹",3
"483","B02906","胸部帯状疱疹",28
"484","B02909","右外陰部帯状疱疹",1
"485","B02909","外陰部帯状疱疹",2
"486","B02910","右顔面帯状疱疹",1
"487","B02910","左顔面帯状疱疹",1
"488","B02910","顔面帯状疱疹",18
"489","B05200","麻疹肺炎",5
"490","B05900","麻疹",32
"491","B06900","風疹",39
"492","B07000","扁平疣贅",5
"493","B07004","糸状疣贅",3
"494","B07004","頚部糸状疣贅",1
"495","B07005","足底疣贅",2
"496","B07007","ウイルス性疣贅",3
"497","B07007","左ウイルス性疣贅",1
"498","B07008","下眼瞼疣贅",1
"499","B07010","眼瞼疣贅",1
"500","B07011","化膿性疣贅",2
"501","B07012","顔面疣贅",14
"502","B07013","感染性疣贅",1
"503","B07900","両側疣贅",1
"504","B07900","左第１趾疣贅",1
"505","B07900","疣贅",49
"506","B07910","上眼瞼尋常性疣贅",1
"507","B07910","下肢尋常性疣贅",1
"508","B07910","両側手尋常性疣贅",1
"509","B07910","両側手指尋常性疣贅",4
"510","B07910","両側足底尋常性疣贅",1
"511","B07910","両側足蹠（底）尋常性疣贅",2
"512","B07910","右側頭尋常性疣贅",2
"513","B07910","右前腕尋常性疣贅",1
"514","B07910","右尋常性疣贅",1
"515","B07910","右殿部尋常性疣贅",1
"516","B07910","右母指尋常性疣贅",2
"517","B07910","右示指尋常性疣贅",2
"518","B07910","右膝蓋尋常性疣贅",2
"519","B07910","右頚部尋常性疣贅",1
"520","B07910","右頬尋常性疣贅",1
"521","B07910","四肢尋常性疣贅",1
"522","B07910","尋常性疣贅",174
"523","B07910","尋常性疣贅（顔、首）",2
"524","B07910","左下腿尋常性疣贅",2
"525","B07910","左前腕尋常性疣贅",1
"526","B07910","左尋常性疣贅",2
"527","B07910","左手指尋常性疣贅",2
"528","B07910","左指尋常性疣贅",1
"529","B07910","左母指尋常性疣贅",1
"530","B07910","左足蹠（底）尋常性疣贅",2
"531","B07910","左頚部尋常性疣贅",1
"532","B07910","左頬尋常性疣贅",1
"533","B07910","左頬部尋常性疣贅",2
"534","B07910","左鼡径部尋常性疣贅",1
"535","B07910","手・足尋常性疣贅",2
"536","B07910","手尋常性疣贅",3
"537","B07910","指尋常性疣贅",1
"538","B07910","眉毛外側尋常性疣贅",2
"539","B07910","耳介尋常性疣贅",2
"540","B07910","背部尋常性疣贅",2
"541","B07910","足尋常性疣贅",3
"542","B07910","足趾尋常性疣贅",2
"543","B07910","陰茎尋常性疣贅",2
"544","B07910","陰部尋常性疣贅",1
"545","B07910","頭部尋常性疣贅",5
"546","B07910","顔・上肢尋常性疣贅",2
"547","B07910","顔面尋常性疣贅",4
"548","B07920","青年性扁平疣贅",2
"549","B07930","尖圭コンジローマ",19
"550","B07930","肛門尖圭コンジローマ",2
"551","B07930","鼡径部尖圭コンジローマ",1
"552","B07940","疣贅状表皮発育異常症",2
"553","B08100","伝染性軟属腫",13
"554","B08100","伝染性軟属腫二次感染",2
"555","B08100","前腕伝染性軟属腫",1
"556","B08201","ヒトヘルペスウイルス６感染症",2
"557","B08300","伝染性紅斑",3
"558","B08400","手足口病",2
"559","B08510","ヘルパンギーナ",1
"560","B08900","ウイルス性発疹症",12
"561","B09001","ウイルス性皮膚炎",1
"562","B09003","ウイルス性中毒疹",6
"563","B15900","Ａ型急性肝炎",4
"564","B16201","Ｂ型劇症肝炎",1
"565","B16900","Ｂ型急性肝炎",66
"566","B16903","デノボＢ型肝炎",4
"567","B16904","Ｂ型肝炎ウイルス感染",37
"568","B16904","Ｂ型肝炎ウイルス感染の既往",33
"569","B16904","Ｂ型肝炎ウイルス感染既往",1
"570","B16905","Ｂ型肝炎の予防",3
"571","B16906","Ｂ型肝炎ウイルス感染の予防",1
"572","B17000","Ｂ型肝炎キャリア急性増悪",27
"573","B17010","Ｂ型肝炎キャリア",127
"574","B17100","Ｃ型急性肝炎",7
"575","B17110","（妊娠２８週）Ｃ型肝炎キャリア",1
"576","B17110","（妊娠３８週）Ｃ型肝炎キャリア",1
"577","B17110","Ｃ型肝炎キャリア",24
"578","B17200","Ｅ型急性肝炎",2
"579","B17830","ＥＢウイルスによる肝炎",9
"580","B17900","急性ウイルス肝炎",6
"581","B18100","Ｂ型慢性肝炎",555
"582","B18100","Ｂ型慢性肝炎ウイルス血症確認",2
"583","B18100","Ｂ型慢性肝炎うたがい",2
"584","B18100","Ｂ型慢性肝炎の既往",1
"585","B18100","右Ｂ型慢性肝炎",2
"586","B18101","Ｂ型肝硬変",23
"587","B18103","Ｂ型非代償性肝硬変",6
"588","B18200","Ｃ型慢性肝炎",398
"589","B18201","Ｃ型肝硬変",31
"590","B18202","Ｃ型肝炎ウイルス感染",5
"591","B18202","Ｃ型肝炎ウイルス感染の既往",1
"592","B18204","Ｃ型非代償性肝硬変",5
"593","B18900","慢性ウイルス肝炎",8
"594","B19000","ウイルス肝炎",72
"595","B19005","Ｂ型肝炎",498
"596","B19005","Ｂ型肝炎の既往",7
"597","B19005","Ｂ型肝炎ワクチン接種後",1
"598","B19005","Ｂ型肝炎発症予防",1
"599","B19010","Ｃ型肝炎",151
"600","B19010","慢性Ｃ型肝炎",1
"601","B20001","ＨＩＶ非結核性抗酸菌症",4
"602","B21001","ＨＩＶカポジ肉腫",1
"603","B21200","悪性リンパ腫合併ＡＩＤＳ",1
"604","B21900","腫瘍合併ＡＩＤＳ",6
"605","B22700","他の疾患合併ＡＩＤＳ",3
"606","B23800","他の病態合併後天性免疫不全症候群",1
"607","B24001","ＨＩＶ感染",7
"608","B24002","ＨＩＶ感染症",7
"609","B24900","後天性免疫不全症候群",4
"610","B24910","ＨＩＶキャリア",8
"611","B25000","サイトメガロウイルス肺炎",74
"612","B25100","サイトメガロウイルス肝炎",18
"613","B25800","サイトメガロウイルス網脈絡膜炎",5
"614","B25800","両側サイトメガロウイルス網脈絡膜炎",1
"615","B25800","右サイトメガロウイルス網脈絡膜炎",1
"616","B25800","左サイトメガロウイルス網脈絡膜炎",1
"617","B25802","サイトメガロウイルス腸炎",42
"618","B25810","サイトメガロウイルス脳炎",1
"619","B25820","サイトメガロウイルス網膜炎",19
"620","B25820","両側サイトメガロウイルス網膜炎",2
"621","B25820","右サイトメガロウイルス網膜炎",1
"622","B25821","両側サイトメガロウイルス角膜内皮炎",1
"623","B25900","サイトメガロウイルス感染症",702
"624","B25900","サイトメガロウイルス感染症の予防",27
"625","B25900","サイトメガロウイルス感染症の発症抑制",13
"626","B25900","左サイトメガロウイルス感染症",1
"627","B25900","難治性サイトメガロウイルス感染症",2
"628","B25901","サイトメガロウイルス感染症の予防",11
"629","B25902","サイトメガロウイルス感染症の発症抑制",46
"630","B26900","ムンプス",18
"631","B26901","流行性耳下腺炎",2
"632","B27001","ＥＢウイルス伝染性単核症",3
"633","B27100","サイトメガロウイルス単核症",2
"634","B27810","ＥＢウイルス感染症",205
"635","B27811","慢性活動性ＥＢウイルス感染症",10
"636","B27900","伝染性単核球症",31
"637","B30100","アデノウイルスによる結膜炎",1
"638","B30110","両側濾胞性結膜炎",1
"639","B30110","濾胞性結膜炎",1
"640","B30330","両側出血性結膜炎",1
"641","B30900","左ウイルス性結膜炎",1
"642","B33301","ＨＴＬＶ−Ｉ感染症",4
"643","B33310","ＨＴＬＶ−Ｉキャリア",29
"644","B33320","右ＨＴＬＶ−１関連ぶどう膜炎",1
"645","B33320","左ＨＴＬＶ−１関連ぶどう膜炎",1
"646","B33802","ＥＢウイルス感染症",63
"647","B34000","アデノウイルス感染症",17
"648","B34110","コクサッキーウイルス感染症",2
"649","B34200","コロナウイルス感染症",20
"650","B34200","コロナウイルス感染症の既往",1
"651","B34200","コロナウイルス感染症後遺症",1
