"","BYOMEICD","BYOMEI","CNT"
"2330","F848","自閉性精神発達遅滞",2
"2331","F849","広汎性発達障害",78
"2332","F849","自閉症スペクトラム障害",1
"2333","F89","発達障害",9
"2334","F89","神経発達症",9
"2335","F900","注意欠陥多動障害",72
"2336","F920","抑うつ性素行障害",1
"2337","F929","行為および情緒の混合性障害",1
"2338","F952","ジル・ドゥ・ラ・トゥーレット症候群",9
"2339","F959","チック障害",1
"2340","F980","夜尿症",2
"2341","F99","ＩＣＵ症候群",2
"2342","F99","心因性反応",2
"2343","G001","肺炎球菌性髄膜炎",7
"2344","G003","ＭＲＳＡ髄膜炎",50
"2345","G009","急性細菌性髄膜炎",5
"2346","G009","細菌性髄膜炎",4
"2347","G030","無菌性髄膜炎",5
"2348","G039","癒着性くも膜炎",8
"2349","G039","硬膜炎",6
"2350","G039","肥厚性硬膜炎",17
"2351","G039","髄膜炎",69
"2352","G040","急性散在性脳脊髄炎",1
"2353","G042","化膿性脊髄炎",1
"2354","G048","アトピー性脊髄炎",3
"2355","G048","急性小脳性失調症",8
"2356","G048","抗ＮＭＤＡ受容体脳炎",24
"2357","G048","自己免疫性辺縁系脳炎",36
"2358","G049","慢性脊髄炎",13
"2359","G049","慢性脳炎",5
"2360","G049","脊髄炎",26
"2361","G049","脊髄髄膜炎",1
"2362","G049","脳室炎",5
"2363","G049","脳炎",37
"2364","G049","髄膜脳炎",4
"2365","G060","側頭部脳膿瘍",14
"2366","G060","前頭部脳膿瘍",7
"2367","G060","脳膿瘍",4
"2368","G061","脊髄硬膜外膿瘍",3
"2369","G062","硬膜下膿瘍",1
"2370","G062","硬膜外膿瘍",28
"2371","G08","矢状静脈洞血栓症",4
"2372","G08","脳静脈洞血栓症",2
"2373","G09","脳炎後遺症",1
"2374","G10","ハンチントン病",9
"2375","G112","歯状核赤核淡蒼球ルイ体萎縮症",37
"2376","G112","皮質性小脳萎縮症",3
"2377","G114","家族性痙性対麻痺",6
"2378","G114","遺伝性痙性対麻痺",9
"2379","G114","遺伝性痙性運動失調症",6
"2380","G119","小脳性運動失調症",11
"2381","G121","球脊髄性筋萎縮症",11
"2382","G122","孤発性筋萎縮性側索硬化症",5
"2383","G122","家族性筋萎縮性側索硬化症",3
"2384","G122","筋萎縮性側索硬化症",403
"2385","G122","脊髄性筋萎縮症",195
"2386","G122","運動ニューロン疾患",17
"2387","G128","頚椎症性筋萎縮症",3
"2388","G129","脊髄性筋萎縮症",3
"2389","G20","パーキンソン病",1336
"2390","G20","パーキンソン病Ｙａｈｒ１",4
"2391","G20","パーキンソン病Ｙａｈｒ２",42
"2392","G20","パーキンソン病Ｙａｈｒ３",430
"2393","G20","パーキンソン病Ｙａｈｒ４",805
"2394","G20","パーキンソン病Ｙａｈｒ５",53
"2395","G20","パーキンソン病の疑い",1
"2396","G20","パーキンソン病の認知症",1
"2397","G20","パーキンソン症候群",104
"2398","G20","家族性パーキンソン病",47
"2399","G20","家族性パーキンソン病Ｙａｈｒ３",9
"2400","G20","家族性パーキンソン病Ｙａｈｒ４",10
"2401","G20","若年性パーキンソン病",17
"2402","G20","若年性パーキンソン症候群",6
"2403","G211","薬剤性パーキンソン症候群",19
"2404","G214","脳血管障害性パーキンソン症候群",5
"2405","G218","脳血管障害性パーキンソン症候群",2
"2406","G219","続発性パーキンソン症候群",2
"2407","G231","進行性核上性麻痺",74
"2408","G238","大脳基底核石灰化",3
"2409","G238","大脳皮質基底核変性症",22
"2410","G241","遺伝性ジストニア",8
"2411","G242","特発性非家族性ジストニア",1
"2412","G242","症候性捻転ジストニア",6
"2413","G243","痙性斜頚",39
"2414","G245","眼瞼痙攣",7
"2415","G248","下顎ジストニア",1
"2416","G248","全身性ジストニア",21
"2417","G249","ジスキネジア",3
"2418","G249","ジストニア",39
"2419","G250","本態性振戦",189
"2420","G251","薬物誘発性振戦",5
"2421","G253","ミオクローヌス",22
"2422","G253","薬物誘発性ミオクローヌス",3
"2423","G255","続発性舞踏病",12
"2424","G255","舞踏病",4
"2425","G258","スティフ・マン症候群",10
"2426","G258","下肢静止不能症候群",42
"2427","G258","神経核内封入体病",3
"2428","G259","錐体外路症候群",4
"2429","G259","錐体外路系疾患",2
"2430","G26","神経有棘赤血球症",9
"2431","G300","アルツハイマー型初老期認知症",22
"2432","G301","アルツハイマー型老年認知症",41
"2433","G308","アルツハイマー型非定型認知症",4
"2434","G309","アルツハイマー型認知症",432
"2435","G309","アルツハイマー病",21
"2436","G310","前頭側頭葉型認知症",1
"2437","G310","前頭側頭葉変性症",1
"2438","G312","アルコール性脳症",1
"2439","G318","レビー小体型認知症",43
"2440","G319","亜急性小脳変性症",7
"2441","G319","大脳萎縮症",6
"2442","G319","小脳変性症",9
"2443","G319","小脳萎縮",3
"2444","G319","脊髄小脳変性症",126
"2445","G35","二次性進行型多発性硬化症",10
"2446","G35","再発寛解型多発性硬化症",12
"2447","G35","多発性硬化症",393
"2448","G35","急性多発性硬化症",4
"2449","G35","脊髄多発性硬化症",1
"2450","G360","抗アクアポリン４抗体陽性視神経炎",12
"2451","G360","視神経脊髄炎",173
"2452","G360","視神経脊髄炎スペクトラム",6
"2453","G373","横断性脊髄症",3
"2454","G400","てんかん",2
"2455","G401","てんかん単純部分発作",3
"2456","G401","局所性てんかん",18
"2457","G401","焦点性てんかん",113
"2458","G401","自律神経てんかん",40
"2459","G402","てんかん複雑部分発作",3
"2460","G402","側頭葉てんかん",331
"2461","G402","内側側頭葉てんかん",2
"2462","G402","前頭葉てんかん",60
"2463","G402","海馬硬化を伴う内側側頭葉てんかん",28
"2464","G402","精神運動発作",44
"2465","G402","部分てんかん",16
"2466","G403","ミオクローヌスてんかん",36
"2467","G403","定型欠神発作",2
"2468","G403","強直間代発作",38
"2469","G403","若年性ミオクローヌスてんかん",1
"2470","G404","ウエスト症候群",10
"2471","G404","ドラベ症候群",1
"2472","G404","レノックス・ガストー症候群",94
"2473","G404","点頭てんかん",407
"2474","G406","てんかん大発作",9
"2475","G408","症候性てんかん",1158
"2476","G408","難治性てんかん",496
"2477","G409","てんかん",1646
"2478","G409","脳卒中後てんかん",4
"2479","G412","精神運動発作重積症",15
"2480","G412","部分発作重延状態",2
"2481","G412","部分発作重積状態",7
"2482","G419","てんかん重積状態",203
"2483","G430","前兆のない片頭痛",3
"2484","G430","普通型片頭痛",4
"2485","G431","典型片頭痛",4
"2486","G431","前兆のある片頭痛",3
"2487","G431","家族性片麻痺性片頭痛",3
"2488","G431","脳幹性前兆を伴う片頭痛",3
"2489","G439","片頭痛",386
"2490","G442","慢性緊張型頭痛",3
"2491","G442","筋収縮性頭痛",4
"2492","G448","トロサ・ハント症候群",1
"2493","G450","椎骨脳底動脈循環不全",11
"2494","G450","椎骨脳底動脈灌流不全症",1
"2495","G451","内頚動脈不全症",1
"2496","G453","一過性黒内障",14
"2497","G454","一過性全健忘症",6
"2498","G458","鎖骨下動脈盗血症候群",1
"2499","G459","一過性脳虚血発作",189
"2500","G459","脳動脈攣縮",1
"2501","G459","脳血管攣縮",3
"2502","G462","視床痛",3
"2503","G470","不眠症",6845
"2504","G472","不規則睡眠",1
"2505","G472","睡眠相後退症候群",10
"2506","G473","中枢性睡眠時無呼吸",3
"2507","G473","睡眠時無呼吸症候群",392
"2508","G473","閉塞性睡眠時無呼吸",1036
"2509","G474","ナルコレプシー",13
"2510","G474","脱力発作",3
"2511","G478","レム睡眠行動障害",51
"2512","G479","睡眠障害",286
"2513","G500","三叉神経痛",116
"2514","G500","三叉神経痛第２枝領域",3
"2515","G500","三叉神経痛第３枝領域",1
"2516","G500","症候性三叉神経痛",1
"2517","G501","非定型顔面痛",3
"2518","G509","三叉神経障害",4
"2519","G510","中枢性顔面神経麻痺",6
"2520","G510","右顔面神経麻痺",2
"2521","G510","末梢性顔面神経麻痺",21
"2522","G510","特発性末梢性顔面神経麻痺",9
"2523","G510","陳旧性顔面神経麻痺",10
"2524","G510","顔面神経麻痺",171
"2525","G513","顔面痙攣",25
"2526","G513","顔面痙攣症",5
"2527","G514","眼瞼ミオキミア",1
"2528","G519","顔面神経障害",1
"2529","G522","一側性反回神経麻痺",15
"2530","G522","両側性反回神経麻痺",4
"2531","G522","反回神経麻痺",108
"2532","G522","術後性反回神経麻痺",3
"2533","G523","舌下神経障害",1
"2534","G527","多発性脳神経麻痺",7
"2535","G527","多発脳神経炎",3
"2536","G528","副神経障害",1
"2537","G528","大後頭神経炎",1
"2538","G530","ハント症候群",3
"2539","G530","帯状疱疹後神経痛",8
"2540","G540","上腕神経叢症候群",4
"2541","G540","胸郭出口症候群",6
"2542","G540","腋窩神経麻痺",4
"2543","G542","頚髄神経根障害",4
"2544","G544","腰仙髄神経根障害",3
"2545","G545","神経痛性筋萎縮症",8
"2546","G546","幻肢症候群",3
"2547","G546","幻肢痛",21
"2548","G547","幻肢",3
"2549","G547","幻肢症候群",16
"2550","G560","手根管症候群",60
"2551","G561","正中神経麻痺",8
"2552","G562","ギヨン管症候群",1
"2553","G562","尺骨神経麻痺",10
"2554","G562","肘部管症候群",35
"2555","G562","遅発性尺骨神経麻痺",3
"2556","G563","橈骨神経不全麻痺",2
"2557","G563","橈骨神経麻痺",5
"2558","G564","カウザルギー",4
"2559","G564","右上肢カウザルギー",2
"2560","G570","坐骨神経炎",14
"2561","G572","大腿神経炎",2
"2562","G572","大腿神経麻痺",9
"2563","G573","腓骨神経不全麻痺",5
"2564","G573","腓骨神経麻痺",8
"2565","G575","足根管症候群",6
"2566","G580","肋間神経痛",1
"2567","G587","多発性単神経炎",1
"2568","G587","多発性神経障害",3
"2569","G590","糖尿病性ニューロパチー",3
"2570","G600","シャルコー・マリー・トゥース病",31
"2571","G600","遺伝性運動感覚性ニューロパチー",1
"2572","G610","ギラン・バレー症候群",12
"2573","G610","ミラーフィッシャー症候群",5
"2574","G618","多巣性運動ニューロパチー",31
"2575","G618","慢性炎症性脱髄性多発神経炎",262
"2576","G620","スモン",7
"2577","G620","薬物誘発性多発ニューロパチー",1
"2578","G629","多発ニューロパチー",4
"2579","G629","多発性神経炎",2
"2580","G629","多発性神経障害",5
"2581","G629","末梢神経炎",416
"2582","G629","末梢神経障害",1249
"2583","G632","糖尿病性末梢神経障害",2
"2584","G64","末梢性神経障害性疼痛",206
"2585","G64","末梢神経障害性疼痛",1103
"2586","G700","全身型重症筋無力症",101
"2587","G700","眼筋型重症筋無力症",8
"2588","G700","胸腺腫合併重症筋無力症",13
"2589","G700","重症筋無力症",484
"2590","G710","ベッカー型筋ジストロフィー",4
"2591","G710","メロシン欠損型先天性筋ジストロフィー",3
"2592","G710","眼咽頭遠位型ミオパチー",2
"2593","G710","筋ジストロフィー",26
"2594","G710","肢帯型筋ジストロフィー",3
"2595","G710","進行性筋ジストロフィー",3
"2596","G710","遠位型筋ジストロフィー",1
"2597","G711","アイザックス症候群",3
"2598","G711","筋強直性ジストロフィー",55
"2599","G711","筋強直症候群",4
"2600","G711","筋緊張性ジストロフィー",6
"2601","G712","先天性ミオパチー",30
"2602","G712","先天性筋ジストロフィー",1
"2603","G713","ミトコンドリアミオパチー",7
"2604","G713","ミトコンドリア脳筋症",12
"2605","G723","低カリウム血性周期性四肢麻痺",30
"2606","G723","周期性四肢麻痺",1
"2607","G724","免疫介在性壊死性ミオパチー",26
"2608","G724","封入体筋炎",8
"2609","G729","ミオパチー",28
"2610","G736","低カリウム血性ミオパチー",3
"2611","G803","アテトーシス型脳性麻痺",1
"2612","G808","弛緩型脳性麻痺",1
"2613","G809","脳性麻痺",79
"2614","G811","痙性片麻痺",18
"2615","G819","不全片麻痺",6
"2616","G819","同側性片麻痺",1
"2617","G819","片麻痺",23
"2618","G819","脳梗塞後の片麻痺",4
"2619","G820","弛緩性対麻痺",3
"2620","G821","痙性対麻痺",123
"2621","G822","対麻痺",4
"2622","G824","痙性四肢麻痺",44
"2623","G825","四肢麻痺",2
"2624","G831","下肢麻痺",6
"2625","G832","上肢麻痺",3
"2626","G833","単麻痺",4
"2627","G834","神経性膀胱機能障害",3
"2628","G838","トッド麻痺",1
"2629","G839","痙性麻痺",80
"2630","G902","ホルネル症候群",1
"2631","G903","多系統萎縮症",66
"2632","G904","自律神経反射性疼痛",1
"2633","G908","交感神経緊張亢進",1
"2634","G908","汎自律神経失調症",1
"2635","G908","神経調節性失神",48
"2636","G908","血管緊張低下性失神",9
"2637","G909","自律神経失調症",20
"2638","G909","自律神経障害",4
"2639","G910","交通性水頭症",10
"2640","G911","非交通性水頭症",49
"2641","G912","正常圧水頭症",165
"2642","G913","外傷後水頭症",1
"2643","G919","慢性硬膜下水腫",3
"2644","G919","水頭症",377
"2645","G930","くも膜のう胞",7
"2646","G930","頭蓋内のう胞",2
"2647","G931","低酸素性脳症",182
"2648","G932","頭蓋内圧亢進症",5
"2649","G933","慢性疲労症候群",5
"2650","G934","急性壊死性脳症",1
"2651","G934","急性脳症",8
"2652","G934","痙攣重積型二相性急性脳症",2
"2653","G934","白質脳症",26
"2654","G934","脳症",2
"2655","G934","自己免疫介在性脳炎・脳症",27
"2656","G935","脳ヘルニア",5
"2657","G936","脳浮腫",23
"2658","G938","大脳石灰沈着症",54
